,maxAccelX,maxAccelY,maxAccelZ,maxGyroX,maxGyroY,maxGyroZ,minAccelX,minAccelY,minAccelZ,minGyroX,minGyroY,minGyroZ,meanAccelX,meanAccelY,meanAccelZ,meanGyroX,meanGyroY,meanGyroZ,sdAccelX,sdAccelY,sdAccelZ,sdGyroX,sdGyroY,sdGyroZ,pothole
142,-0.09295654296875,-0.855331420898438,0.463119506835938,0.0442385678156332,-0.242507182546506,0.279940841144769,-0.334396362304688,-0.95855712890625,0.338973999023438,-0.0397202487102048,-0.718775193987481,0.0080587254585797,-0.20838470458984387,-0.9077224731445312,0.40714874267578144,-0.004592141930845439,-0.4907455942853069,0.15240858128554516,0.08352141063107708,0.0411854225611544,0.03980115469194104,0.029548744956382454,0.16972143407802892,0.08078355047693818,False
143,0.151763916015625,-0.8140869140625,0.557205200195312,0.0975124422615783,0.0915408361492937,0.17570152028576,-0.164932250976562,-1.05659484863281,0.396224975585938,-0.148970040844089,-0.553439229296528,-0.0787779029411979,-0.0047073364257812,-0.9227722167968746,0.4717773437500001,-0.003533775082037004,-0.21356408097757984,0.047961480598287726,0.1116024547930559,0.07497278323715058,0.04919397318758591,0.0720829170352405,0.28198867684661233,0.08781486191731028,False
144,0.190200805664062,-0.8360595703125,0.431137084960938,0.0430662443037804,0.128532143690494,0.065741463089151,0.0095977783203125,-0.973678588867188,0.084320068359375,-0.137700874691419,-0.101322893149264,-0.0790314358769735,0.09332733154296875,-0.8955947875976562,0.2965789794921876,-0.048874332325134176,0.003933595456490581,-0.00605485652796056,0.05832313859802329,0.04401455242923903,0.1175670933503235,0.050741935385496505,0.06272116814908937,0.04921118305122358,False
145,0.053985595703125,-0.944961547851562,0.05810546875,0.0308154369733069,0.109368569118502,0.11135289044672,-0.117019653320312,-1.08686828613281,-0.0037384033203125,-0.066714049519248,-0.174480460925958,-0.0639651346420682,-0.0364196777343749,-1.0133453369140613,0.02559967041015625,-0.00859130441337385,-0.0488736399032508,0.00963409176980523,0.0600983544073117,0.04111005129073157,0.018480158262288188,0.029441822137720987,0.10101512830698124,0.052468045711467806,False
146,0.0276336669921875,-0.940292358398438,0.291244506835938,0.0342775463904099,-0.142479917267566,0.0968844688765376,-0.0948486328125,-1.01470947265625,0.0103912353515625,-0.017173926921594,-0.222524685939315,0.0120071280907313,-0.006475830078125,-0.9824569702148438,0.1314178466796877,0.008140910609819621,-0.1991729709738422,0.050922649414346835,0.03611899532722831,0.025629606232334005,0.10661061485307957,0.01912699687979495,0.02373234046400442,0.024912718105952636,False
147,-0.0240936279296875,-0.882247924804688,0.487442016601562,0.0717743219065075,-0.251062321232277,0.214731477641416,-0.182846069335938,-0.950103759765625,0.282302856445312,-0.114978784270863,-0.506411266555145,-0.0322870997916847,-0.0891921997070313,-0.9130203247070311,0.3794403076171874,0.007122943914747719,-0.3788173545166861,0.12025325470459769,0.05400285626391531,0.023942569597089194,0.0637820927773845,0.05589203748188902,0.08354204616723038,0.06475008588018703,False
148,0.235305786132812,-0.794540405273438,0.499649047851562,0.0621824146083691,0.0810474488221634,0.154444701096965,-0.146011352539062,-0.92578125,0.336990356445312,-0.0633992129104263,-0.278544013153023,-0.107179983334675,-0.0005172729492187,-0.8603820800781253,0.43189697265624993,-0.02356173184903624,-0.10791725285085259,0.02072181675740847,0.10956530922453728,0.04613791436023054,0.053084967643892485,0.041208940516504346,0.13411367448522285,0.09294320996314344,False
149,0.3292236328125,-0.773513793945312,0.36505126953125,0.156835420807529,0.116360964876614,0.21752753046989,-0.303329467773438,-1.19538879394531,0.21209716796875,-0.0973718273560222,-0.302255734234652,-0.0270681030034564,-0.012544250488281339,-0.9225463867187498,0.29747161865234373,-0.0024582308441977035,-0.08039191171984053,0.05765123243487561,0.19854864258902413,0.10880840067048457,0.05290819954703028,0.09035484698464638,0.12614479597958966,0.07700328087620802,False
150,0.2218017578125,-0.597412109375,0.370391845703125,0.140620764510582,0.179198250797034,0.358411148980063,-0.235702514648438,-1.09269714355469,-0.03497314453125,-0.339691789677896,-0.331673810583994,-0.205129716647244,-0.0516510009765625,-0.9447174072265634,0.20071258544921874,-0.06254468441145257,-0.07627988447031445,0.046150051688037666,0.1756110493224363,0.15882211991198703,0.13671290283907242,0.1522903216792899,0.16982420072868512,0.19244295497001854,False
151,0.36419677734375,-0.890594482421875,0.48345947265625,0.0230251581526071,0.722610412273304,0.217912357247407,-0.230377197265625,-1.18473815917969,0.0813446044921875,-0.222286599337862,-0.304345516742037,-0.315311881478766,-0.01037139892578115,-1.0142486572265619,0.2715087890624999,-0.1309787897839501,0.16550518194661695,-0.0655277177800612,0.2235637931533214,0.0985472935259812,0.1379362935292318,0.09308517502916022,0.30829249264297626,0.18685759839225582,True
152,0.257904052734375,-0.879501342773438,0.321670532226562,0.225805966718402,0.300553707981982,0.160183280613868,-0.690887451171875,-1.2005615234375,0.0940704345703125,-0.225117273260507,-0.142558214203615,-0.221850639867416,0.00633544921875015,-1.0039520263671875,0.19055023193359366,0.015767591444755907,-0.0073390594372077815,-0.01997107164611519,0.2946875489714586,0.10592771232921024,0.067920717920623,0.1499033223894454,0.1260553239708628,0.12146571668323025,False
153,0.0670623779296875,-0.779296875,0.282791137695312,0.184917921870197,0.0461544459038363,0.272778003076892,-0.358535766601562,-1.17008972167969,-0.0586700439453125,-0.0987553395423183,-0.362359551612214,-0.163134862050003,-0.1840057373046875,-1.0113586425781254,0.053540039062499954,-0.00998786608901138,-0.09917276341157732,0.04514790416984078,0.11174375718046181,0.1234893129919105,0.09808346412656575,0.08974635628921836,0.12382746289296241,0.14771450247960838,False
154,0.189376831054688,-0.8094482421875,0.082794189453125,0.0303342037643295,0.204585632836541,0.0805377197895223,-0.170318603515625,-1.08308410644531,-0.0046539306640625,-0.145866925541929,-0.27994856431193,-0.161054134290324,0.03497467041015625,-0.9765258789062493,0.02990875244140625,-0.05070349788824422,-0.012119087382958204,-0.02117239698223897,0.12368870906901565,0.07430571980392538,0.03243466534941681,0.04913872888822352,0.1332236914397091,0.07216073048500653,False
