,maxAccelX,maxAccelY,maxAccelZ,maxGyroX,maxGyroY,maxGyroZ,minAccelX,minAccelY,minAccelZ,minGyroX,minGyroY,minGyroZ,meanAccelX,meanAccelY,meanAccelZ,meanGyroX,meanGyroY,meanGyroZ,sdAccelX,sdAccelY,sdAccelZ,sdGyroX,sdGyroY,sdGyroZ,Latitude,Longitude,pothole
0,-0.8723471199229232,-0.7319595702636651,-0.3057275617711489,-0.8303939806443122,-0.6704812756581136,-0.8799896035045466,0.6683721438523457,0.7819424096082086,0.4035875182265587,0.6005876252440179,0.7624394863702347,0.8788186382692402,-0.1013058617139069,-0.0495983899795263,0.1604117971569318,-0.24233067530058,0.0466833548777549,-0.0171754243991044,-0.9521106299035524,-0.8898413887312744,-0.52004673802456,-0.8437523470479611,-1.0172499991311716,-1.0373201688654248,39.9876834,18.2466439,0
1,-0.4903433776632147,-0.2794985900405698,0.341879613328575,-0.561468421109746,-0.7431119648291747,-0.6611134225651607,0.7227028672024514,0.9426189161249724,1.1972810068106865,0.5397065873208111,0.5263598606379916,0.7410731761717247,0.1882704768586761,0.7598258488322325,0.9104153812835156,-0.3214796957395794,-0.0989624355636576,-0.0962378597857193,-0.7309672718556618,-0.6876209348998147,-0.7337471813821658,-0.683014122984034,-0.8798189463146628,-0.8517512735565412,39.98798883289021,18.246386407933585,0
2,-0.4904305931294812,-0.5070321859053291,0.375918909701748,-0.8591588777772159,-0.4856016353356008,-0.780470455074205,0.7585021810377923,0.5821659167147519,0.546263141691334,0.2529419625280751,0.642416198727543,0.5447871377934407,0.2404689471794387,0.3594375388356942,0.7236317989501875,-0.7011784681099534,-0.0318623826484659,-0.1761137133100193,-0.8109745687381263,-0.6874396550813694,-0.2035844166563275,-0.6400549492462234,-0.8273112644268118,-0.825479052155261,39.988710517376376,18.24631262138442,0
3,-0.5202582825935956,-0.4146816477430845,0.218056891971109,-0.1521232888639037,-0.8700782713418231,-0.4162180860621673,0.3736384988879737,0.5997609105842678,-0.0987696837427634,-1.639719447656577,-0.143381443260871,0.7601844931198762,0.0571017366575081,0.4251309723308163,0.3252835918168096,-0.9542149604014488,-0.5676935504471716,0.4412363088676083,-0.5462449185702051,-0.4763817641193822,0.0016204715343251,0.6106562279974278,-0.465909161911829,-0.6384097983487674,39.98880838289696,18.246322120200347,0
4,-0.4486543847864643,-0.5675416182717459,0.0817084744763143,-0.4819306170415678,-0.2384575490047869,-0.4608984934634718,0.6193481423178316,0.3410900632108798,0.4580320727828034,0.6751791781058347,0.3473469376162423,0.6486474788201282,0.4873374463986727,-0.2485292097182806,0.4087126927290338,0.3280795764664386,-0.067450931644188,0.3101922367595716,-0.65423128230904,-0.5436086059319973,-0.3009948942972077,-0.6376553642254218,-0.5245085918054745,-0.5719025728515418,39.98889533170674,18.24633161905234,0
5,-0.3934469946379746,-0.2691870575586468,-0.1799925203927118,0.0574436892356217,-0.2441103410246613,-0.5724481984155859,0.5181834931031387,0.3318038164464131,0.2146726365482445,0.2833278974635017,0.4376901775484826,0.3666299108485619,0.2043559754077744,0.024885009969162,0.1062883328085247,0.8638889732798475,-0.080802240638925,0.1180225029986847,-0.5049767226575478,-0.3562893295095041,-0.3418902958802338,-0.1362057643449763,-0.4637875489210685,-0.5896430603030759,39.98898228041054,18.24633636846403,0
6,-0.4932214880501001,-0.3285633544874983,-0.6762395658330709,-0.5160567481390118,-0.2399297412706688,-0.5575675269453476,0.2711261107994797,0.0263351728784297,0.1828167801589523,0.3423183432073337,0.2895148096831045,0.5106280923740315,0.1070956903362341,-0.1009502992609189,-0.4074799400048658,0.1644528076595613,-0.0096614080760593,0.0048898982823591,-0.4188083159885271,-0.2398429552311264,-0.8349451910748522,-0.4181471011776546,-0.3529504762645584,-0.5491931258483113,39.98906559015845,18.24634349257326,0
7,-0.2150913661171761,-0.3985911245295407,-0.8017833752094115,-0.1037518682377004,-0.0822651050276781,-0.5217220242020447,0.839871915543532,-0.2779115961152426,-0.1418233563173762,-0.2415272873254351,0.4571631141449125,0.3676644846279156,0.805404360217914,-0.3537952857088112,-0.4981434867633892,-0.3051790642454712,0.3004852674033335,-0.0168825938695393,-0.6108920977487947,-0.121648405038947,-0.5364178048026421,-0.0031853995270354,-0.3734209814981226,-0.478753164616738,39.98914708038697,18.246350616701875,0
8,-0.3006497385273963,-0.7704861751411642,-0.9477890088100688,-0.2052495561301115,0.5263607962298541,-0.4614247032756683,0.7999451514071754,-0.1865153779597019,0.1260554360471227,0.556813717342839,0.8460971478041224,-0.2395103404604426,0.6795974528664454,-0.8348947046798613,-0.5000808468374826,0.553720076041626,0.8552744695555058,-0.5343304079731902,-0.6974243924183642,-0.3643165532494385,-0.9940584161855092,-0.4105766790071258,-0.2774016279567572,-0.1884988830767076,39.9892249316801,18.246362490240102,0
9,0.2694777644752796,0.1260505830669907,0.0255818818610013,0.4389720061178765,1.4956875045212508,-0.5748150133648663,0.5257645242682697,-0.9091320011841626,-0.1591027450861166,-1.0333727928787442,0.5646123825463087,-0.7165212955454928,0.8884660635271868,-0.0358974301227486,0.052998668998334,-2.4347434521917197,1.002428541424022,-1.3271582211945596,-0.2062536413155045,0.5732228901116111,0.0026728142278536,0.7853638711481242,0.5422642906149284,0.0403200034088859,39.98927367220281,18.24639573617523,0
